"","...1","Video_name","Class","measure","value","vid_name_long","vid_location","year","river","transect","location","frame_rate","total_frames","video_length","number_of_splits","rand_order","EDA","notes","Mobility","Schooling","Schooling_3_groups","Mobility_3_groups","...6","...7","...8","value_tol"
"221",9735,"2018_Mudginberri_Billabong_2018_Transect_4_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 8/","2018","Mudginberri","Transect 4","Location 8",47.95204795,286036,99.41737361,25,0.565841281,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"222",9775,"2018_Mudginberri_Billabong_2018_Transect_4_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 9/","2018","Mudginberri","Transect 4","Location 9",50,240419,80.13966667,21,0.59868121,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"223",9815,"2018_Mudginberri_Billabong_2018_Transect_5_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 1/","2018","Mudginberri","Transect 5","Location 1",50,219208,73.06933333,19,0.149915625,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"224",9855,"2018_Mudginberri_Billabong_2018_Transect_5_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 10/","2018","Mudginberri","Transect 5","Location 10",47.95204795,254640,88.50508333,23,0.617352583,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"225",9895,"2018_Mudginberri_Billabong_2018_Transect_5_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 2/","2018","Mudginberri","Transect 5","Location 2",50,227880,75.96,19,0.848640724,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"226",9935,"2018_Mudginberri_Billabong_2018_Transect_5_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 3/","2018","Mudginberri","Transect 5","Location 3",50,213642,71.214,18,0.261317465,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"227",10015,"2018_Mudginberri_Billabong_2018_Transect_5_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 6/","2018","Mudginberri","Transect 5","Location 6",50,199607,66.53566667,17,0.356724711,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"228",10055,"2018_Mudginberri_Billabong_2018_Transect_5_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 7/","2018","Mudginberri","Transect 5","Location 7",50,206877,68.959,18,0.226606911,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"229",10135,"2018_Mudginberri_Billabong_2018_Transect_5_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 5_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 5/Location 9/","2018","Mudginberri","Transect 5","Location 9",50,219560,73.18666667,19,0.007834032,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"230",10175,"2018_Mudginberri_Billabong_2018_Transect_6_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 1/","2018","Mudginberri","Transect 6","Location 1",50,223869,74.623,19,0.850880416,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"231",10215,"2018_Mudginberri_Billabong_2018_Transect_6_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 2/","2018","Mudginberri","Transect 6","Location 2",50,212842,70.94733333,18,0.179392188,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"232",10255,"2018_Mudginberri_Billabong_2018_Transect_6_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 3/","2018","Mudginberri","Transect 6","Location 3",50,241469,80.48966667,21,0.191986365,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"233",10335,"2018_Mudginberri_Billabong_2018_Transect_6_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 5/","2018","Mudginberri","Transect 6","Location 5",50,249187,83.06233333,21,0.813956462,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"234",10375,"2018_Mudginberri_Billabong_2018_Transect_6_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 6/","2018","Mudginberri","Transect 6","Location 6",50,221815,73.93833333,19,0.130800337,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"235",10415,"2018_Mudginberri_Billabong_2018_Transect_6_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 7/","2018","Mudginberri","Transect 6","Location 7",50,241665,80.555,21,0.339489525,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"236",10455,"2018_Mudginberri_Billabong_2018_Transect_6_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 8/","2018","Mudginberri","Transect 6","Location 8",47.95204795,261740,90.97282639,23,0.067770107,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"237",10495,"2018_Mudginberri_Billabong_2018_Transect_6_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 6_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 6/Location 9/","2018","Mudginberri","Transect 6","Location 9",50,243020,81.00666667,21,0.873576639,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"238",10535,"2018_Sandy_Billabong_2018_Transect_1_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 1/","2018","Sandy","Transect 1","Location 1",50,209433,69.811,18,0.025028053,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"239",10575,"2018_Sandy_Billabong_2018_Transect_1_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 10/","2018","Sandy","Transect 1","Location 10",50,226421,75.47366667,19,0.440671453,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"240",10615,"2018_Sandy_Billabong_2018_Transect_1_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 2/","2018","Sandy","Transect 1","Location 2",50,245173,81.72433333,21,0.522805654,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"241",10655,"2018_Sandy_Billabong_2018_Transect_1_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 3/","2018","Sandy","Transect 1","Location 3",50,233597,77.86566667,20,0.521382741,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"242",10695,"2018_Sandy_Billabong_2018_Transect_1_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 4/","2018","Sandy","Transect 1","Location 4",50,254602,84.86733333,22,0.805771332,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"243",10735,"2018_Sandy_Billabong_2018_Transect_1_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 5/","2018","Sandy","Transect 1","Location 5",50,207427,69.14233333,18,0.183317496,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"244",10775,"2018_Sandy_Billabong_2018_Transect_1_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 6/","2018","Sandy","Transect 1","Location 6",50,227833,75.94433333,19,0.792864071,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"245",10815,"2018_Sandy_Billabong_2018_Transect_1_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 1_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 1/Location 7/","2018","Sandy","Transect 1","Location 7",50,226777,75.59233333,19,0.824664436,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"246",10855,"2018_Sandy_Billabong_2018_Transect_2_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 1/","2018","Sandy","Transect 2","Location 1",50,212400,70.8,18,0.497996341,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"247",10895,"2018_Sandy_Billabong_2018_Transect_2_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 10/","2018","Sandy","Transect 2","Location 10",50,206896,68.96533333,18,0.579642205,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"248",10935,"2018_Sandy_Billabong_2018_Transect_2_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 2/","2018","Sandy","Transect 2","Location 2",50,212266,70.75533333,18,0.834557357,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"249",10975,"2018_Sandy_Billabong_2018_Transect_2_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 3/","2018","Sandy","Transect 2","Location 3",50,211235,70.41166667,18,0.103026655,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"250",11015,"2018_Sandy_Billabong_2018_Transect_2_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 4/","2018","Sandy","Transect 2","Location 4",50,209429,69.80966667,18,0.597400021,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"251",11055,"2018_Sandy_Billabong_2018_Transect_2_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 5/","2018","Sandy","Transect 2","Location 5",50,208330,69.44333333,18,0.584550948,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"252",11095,"2018_Sandy_Billabong_2018_Transect_2_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 6/","2018","Sandy","Transect 2","Location 6",50,209433,69.811,18,0.776515654,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"253",11135,"2018_Sandy_Billabong_2018_Transect_2_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 7/","2018","Sandy","Transect 2","Location 7",47.95204795,203712,70.80406667,18,0.066567473,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"254",11215,"2018_Sandy_Billabong_2018_Transect_2_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 2_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 2/Location 9/","2018","Sandy","Transect 2","Location 9",47.95204795,200401,69.65326424,18,0.839302432,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"255",11255,"2018_Sandy_Billabong_2018_Transect_3_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 1/","2018","Sandy","Transect 3","Location 1",50,242470,80.82333333,21,0.483435855,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"256",11295,"2018_Sandy_Billabong_2018_Transect_3_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 10/","2018","Sandy","Transect 3","Location 10",50,205872,68.624,18,0.713583705,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"257",11335,"2018_Sandy_Billabong_2018_Transect_3_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 2/","2018","Sandy","Transect 3","Location 2",50,226278,75.426,19,0.495112256,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"258",11375,"2018_Sandy_Billabong_2018_Transect_3_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 3/","2018","Sandy","Transect 3","Location 3",50,233497,77.83233333,20,0.688995595,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"259",11415,"2018_Sandy_Billabong_2018_Transect_3_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 4/","2018","Sandy","Transect 3","Location 4",50,217612,72.53733333,19,0.594216857,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"260",11455,"2018_Sandy_Billabong_2018_Transect_3_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 5/","2018","Sandy","Transect 3","Location 5",50,202371,67.457,17,0.79719479,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"261",11495,"2018_Sandy_Billabong_2018_Transect_3_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 6/","2018","Sandy","Transect 3","Location 6",50,221877,73.959,19,0.053032358,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"262",11575,"2018_Sandy_Billabong_2018_Transect_3_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 3_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 3/Location 8/","2018","Sandy","Transect 3","Location 8",50,213793,71.26433333,18,0.689548789,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"263",11615,"2018_Sandy_Billabong_2018_Transect_4_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 1/","2018","Sandy","Transect 4","Location 1",50,240366,80.122,21,0.005338427,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"264",11655,"2018_Sandy_Billabong_2018_Transect_4_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 10/","2018","Sandy","Transect 4","Location 10",50,217655,72.55166667,19,0.484243298,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"265",11695,"2018_Sandy_Billabong_2018_Transect_4_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 2/","2018","Sandy","Transect 4","Location 2",50,251750,83.91666667,21,0.108379519,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"266",11735,"2018_Sandy_Billabong_2018_Transect_4_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 3/","2018","Sandy","Transect 4","Location 3",47.95204795,302692,105.2064903,27,0.68985071,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"267",11775,"2018_Sandy_Billabong_2018_Transect_4_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 4/","2018","Sandy","Transect 4","Location 4",50,220108,73.36933333,19,0.612526665,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"268",11855,"2018_Sandy_Billabong_2018_Transect_4_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 6/","2018","Sandy","Transect 4","Location 6",50,215649,71.883,18,0.309446458,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"269",11895,"2018_Sandy_Billabong_2018_Transect_4_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 7/","2018","Sandy","Transect 4","Location 7",50,232242,77.414,20,0.181586485,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"270",11935,"2018_Sandy_Billabong_2018_Transect_4_Location_8","Leiopotherapon unicolor","AvgN",0.00892857142857143,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 8/","2018","Sandy","Transect 4","Location 8",50,219308,73.10266667,19,0.500320791,"no",NA,"high","high","medium","medium",NA,NA,NA,0.0133928571428571
"271",11975,"2018_Sandy_Billabong_2018_Transect_4_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 4_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 4/Location 9/","2018","Sandy","Transect 4","Location 9",50,258160,86.05333333,22,0.1890916,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"272",12055,"2018_Sandy_Billabong_2018_Transect_5_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 10/","2018","Sandy","Transect 5","Location 10",50,240966,80.322,21,0.430488598,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"273",12175,"2018_Sandy_Billabong_2018_Transect_5_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 4/","2018","Sandy","Transect 5","Location 4",50,250453,83.48433333,21,0.689256736,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"274",12215,"2018_Sandy_Billabong_2018_Transect_5_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 5/","2018","Sandy","Transect 5","Location 5",50,237211,79.07033333,20,0.191217395,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"275",12255,"2018_Sandy_Billabong_2018_Transect_5_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 6/","2018","Sandy","Transect 5","Location 6",50,246491,82.16366667,21,0.131182487,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"276",12295,"2018_Sandy_Billabong_2018_Transect_5_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 7/","2018","Sandy","Transect 5","Location 7",47.95204795,232919,80.95552743,21,0.790189071,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"277",12335,"2018_Sandy_Billabong_2018_Transect_5_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 8/","2018","Sandy","Transect 5","Location 8",50,255814,85.27133333,22,0.02262665,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"278",12375,"2018_Sandy_Billabong_2018_Transect_5_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 5_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 5/Location 9/","2018","Sandy","Transect 5","Location 9",50,258369,86.123,22,0.361420586,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"279",12415,"2018_Sandy_Billabong_2018_Transect_6_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Sandy Billabong 2018_Transect 6_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Sandy Billabong 2018/Transect 6/Location 1/","2018","Sandy","Transect 6","Location 1",50,199506,66.502,17,0.477553369,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
